"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood) [µmol/l]"
0,545,1.3681422
0,546,1.3622682
0,547,1.3564202
0,548,1.3505979
0,549,1.3448013
0,550,1.3390305
0,551,1.3332851
0,552,1.3275651
0,553,1.3218703
0,554,1.3162007
0,555,1.3105563
0,556,1.3049366
0,557,1.2993419
0,558,1.293772
0,559,1.2882265
0,560,1.2827055
0,561,1.277209
0,562,1.2717367
0,563,1.2662886
0,564,1.2608645
0,565,1.2554642
0,566,1.2500879
0,567,1.2447351
0,568,1.2394061
0,569,1.2341005
0,570,1.2288183
0,571,1.2235594
0,572,1.2183237
0,573,1.2131112
0,574,1.2079215
0,575,1.2027547
0,576,1.1976109
0,577,1.1924895
0,578,1.1873909
0,579,1.1823146
0,580,1.1772608
0,581,1.1722293
0,582,1.1672199
0,583,1.1622326
0,584,1.1572672
0,585,1.1523237
0,586,1.1474019
0,587,1.1425018
0,588,1.1376232
0,589,1.1327661
0,590,1.1279304
0,591,1.123116
0,592,1.1183228
0,593,1.1135507
0,594,1.1087996
0,595,1.1040694
0,596,1.0993599
0,597,1.0946711
0,598,1.0900031
0,599,1.0853555
0,600,1.0807285
0,601,1.0761218
0,602,1.0715352
0,603,1.066969
0,604,1.0624228
0,605,1.0578965
0,606,1.0533901
0,607,1.0489035
0,608,1.0444365
0,609,1.0399891
0,610,1.0355613
0,611,1.031153
0,612,1.0267639
0,613,1.0223941
0,614,1.0180435
0,615,1.013712
0,616,1.0093995
0,617,1.005106
0,618,1.0008312
0,619,0.99657524
0,620,0.99233794
0,621,0.98811924
0,622,0.983919
0,623,0.9797372
0,624,0.97557384
0,625,0.97142863
0,626,0.9673016
0,627,0.96319276
0,628,0.95910186
0,629,0.95502895
0,630,0.95097387
0,631,0.9469366
0,632,0.942917
0,633,0.9389151
0,634,0.9349307
0,635,0.93096375
0,636,0.92701423
0,637,0.92308205
0,638,0.9191671
0,639,0.91526926
0,640,0.9113883
0,641,0.9075242
0,642,0.9036771
0,643,0.8998468
0,644,0.8960332
0,645,0.8922364
0,646,0.88845617
0,647,0.88469243
0,648,0.88094515
0,649,0.8772143
0,650,0.87349975
0,651,0.86980146
0,652,0.8661193
0,653,0.8624533
0,654,0.85880333
0,655,0.8551693
0,656,0.8515511
0,657,0.8479488
0,658,0.8443622
0,659,0.84079134
0,660,0.83723605
0,661,0.8336963
0,662,0.83017206
0,663,0.8266632
0,664,0.8231697
0,665,0.8196915
0,666,0.81622845
0,667,0.81278056
0,668,0.80934775
0,669,0.80593
0,670,0.8025272
0,671,0.79913926
0,672,0.7957661
0,673,0.79240745
0,674,0.7890634
0,675,0.78573394
0,676,0.782419
0,677,0.77911854
0,678,0.7758325
0,679,0.7725607
0,680,0.7693032
0,681,0.76605994
0,682,0.7628308
0,683,0.7596157
0,684,0.75641465
0,685,0.7532276
0,686,0.75005436
0,687,0.746895
0,688,0.7437494
0,689,0.74061745
0,690,0.73749924
0,691,0.73439455
0,692,0.73130345
0,693,0.72822577
0,694,0.7251615
0,695,0.72211057
0,696,0.71907294
0,697,0.71604854
0,698,0.7130373
0,699,0.7100392
0,700,0.70705414
0,701,0.70408213
0,702,0.701123
0,703,0.69817674
0,704,0.69524336
0,705,0.69232273
0,706,0.68941474
0,707,0.6865194
0,708,0.6836366
0,709,0.68076634
0,710,0.6779086
0,711,0.67506325
0,712,0.67223024
0,713,0.6694096
0,714,0.6666012
0,715,0.66380495
0,716,0.6610209
0,717,0.6582489
0,718,0.65548897
0,719,0.652741
0,720,0.650005
0,721,0.6472808
0,722,0.6445685
0,723,0.64186794
0,724,0.6391791
0,725,0.6365019
0,726,0.6338363
0,727,0.6311824
0,728,0.62853986
0,729,0.62590885
0,730,0.62328917
0,731,0.6206809
0,732,0.61808395
0,733,0.61549824
0,734,0.6129237
0,735,0.6103603
0,736,0.60780805
0,737,0.6052668
0,738,0.6027366
0,739,0.60021734
0,740,0.59770906
0,741,0.5952116
0,742,0.59272504
0,743,0.5902492
0,744,0.58778405
0,745,0.5853296
0,746,0.5828858
0,747,0.5804525
0,748,0.5780298
0,749,0.57561755
0,750,0.5732157
0,751,0.57082427
0,752,0.5684432
0,753,0.5660724
0,754,0.5637118
0,755,0.56136143
0,756,0.55902123
0,757,0.55669117
0,758,0.5543711
0,759,0.55206114
0,760,0.54976106
0,761,0.547471
0,762,0.54519075
0,763,0.54292035
0,764,0.5406597
0,765,0.5384089
0,766,0.53616774
0,767,0.53393626
0,768,0.53171444
0,769,0.52950215
0,770,0.5272994
0,771,0.52510613
0,772,0.5229223
0,773,0.52074796
0,774,0.51858306
0,775,0.5164274
0,776,0.5142811
0,777,0.512144
0,778,0.5100162
0,779,0.5078975
0,780,0.50578797
0,781,0.50368744
0,782,0.50159603
0,783,0.4995136
0,784,0.49744013
0,785,0.4953756
0,786,0.49331996
0,787,0.49127313
0,788,0.48923513
0,789,0.48720592
0,790,0.4851854
0,791,0.48317358
0,792,0.48117042
0,793,0.47917587
0,794,0.4771899
0,795,0.47521245
0,796,0.47324353
0,797,0.47128305
0,798,0.469331
0,799,0.46738732
0,800,0.465452
0,801,0.46352497
0,802,0.46160623
0,803,0.45969573
0,804,0.45779344
0,805,0.4558993
0,806,0.4540133
0,807,0.4521354
0,808,0.4502656
0,809,0.44840378
0,810,0.44654998
0,811,0.44470412
0,812,0.44286618
0,813,0.44103613
0,814,0.43921393
0,815,0.43739954
0,816,0.43559292
0,817,0.43379405
0,818,0.4320029
0,819,0.43021944
0,820,0.4284436
0,821,0.42667538
0,822,0.42491475
0,823,0.42316163
0,824,0.42141604
0,825,0.4196779
0,826,0.41794726
0,827,0.416224
0,828,0.4145081
0,829,0.41279957
0,830,0.41109836
0,831,0.4094044
0,832,0.4077177
0,833,0.40603825
0,834,0.40436596
0,835,0.40270084
0,836,0.40104282
0,837,0.3993919
0,838,0.39774805
0,839,0.39611122
0,840,0.3944814
0,841,0.3928585
0,842,0.3912426
0,843,0.38963357
0,844,0.38803142
0,845,0.38643613
0,846,0.38484764
0,847,0.38326594
0,848,0.38169098
0,849,0.38012278
0,850,0.37856126
0,851,0.37700638
0,852,0.37545818
0,853,0.37391657
0,854,0.37238154
0,855,0.37085307
0,856,0.3693311
0,857,0.36781564
0,858,0.36630663
0,859,0.3648041
0,860,0.36330792
0,861,0.36181813
0,862,0.36033472
0,863,0.3588576
0,864,0.3573868
0,865,0.35592228
0,866,0.35446396
0,867,0.35301188
0,868,0.351566
0,869,0.35012624
0,870,0.34869263
0,871,0.34726512
0,872,0.34584367
0,873,0.34442833
0,874,0.343019
0,875,0.3416157
0,876,0.34021837
0,877,0.33882695
0,878,0.3374415
0,879,0.33606192
0,880,0.33468825
0,881,0.33332038
0,882,0.33195835
0,883,0.3306021
0,884,0.32925165
0,885,0.3279069
0,886,0.3265679
0,887,0.3252346
0,888,0.32390693
0,889,0.32258493
0,890,0.32126853
0,891,0.31995773
0,892,0.3186525
0,893,0.31735283
0,894,0.31605867
0,895,0.31476998
0,896,0.31348678
0,897,0.31220904
0,898,0.3109367
0,899,0.30966976
0,900,0.3084082
0,901,0.307152
0,902,0.3059011
0,903,0.30465555
0,904,0.30341524
0,905,0.3021802
0,906,0.30095038
0,907,0.2997258
0,908,0.29850638
0,909,0.2972921
0,910,0.296083
0,911,0.29487902
0,912,0.2936801
0,913,0.29248628
0,914,0.2912975
0,915,0.29011375
0,916,0.28893498
0,917,0.2877612
0,918,0.2865924
0,919,0.28542852
0,920,0.28426954
0,921,0.28311548
0,922,0.28196627
0,923,0.2808219
0,924,0.27968237
0,925,0.2785477
0,926,0.2774179
0,927,0.27629286
0,928,0.27517256
0,929,0.274057
0,930,0.27294615
0,931,0.27184
0,932,0.2707385
0,933,0.26964167
0,934,0.26854944
0,935,0.26746184
0,936,0.26637882
0,937,0.26530036
0,938,0.26422647
0,939,0.2631571
0,940,0.26209223
0,941,0.26103184
0,942,0.25997594
0,943,0.25892448
0,944,0.25787744
0,945,0.2568348
0,946,0.25579658
0,947,0.2547627
0,948,0.2537332
0,949,0.25270802
0,950,0.25168714
0,951,0.25067055
0,952,0.24965826
0,953,0.24865022
0,954,0.2476464
0,955,0.24664682
0,956,0.24565144
0,957,0.24466023
0,958,0.24367319
0,959,0.24269028
0,960,0.24171151
0,961,0.24073689
0,962,0.23976636
0,963,0.23879991
0,964,0.23783752
0,965,0.23687917
0,966,0.23592485
0,967,0.23497455
0,968,0.23402822
0,969,0.23308587
0,970,0.23214747
0,971,0.231213
0,972,0.23028247
0,973,0.22935584
0,974,0.22843309
0,975,0.2275142
0,976,0.22659919
0,977,0.22568801
0,978,0.22478063
0,979,0.22387707
0,980,0.22297731
0,981,0.2220813
0,982,0.22118905
0,983,0.22030054
0,984,0.21941575
0,985,0.21853468
0,986,0.21765728
0,987,0.21678357
0,988,0.21591352
0,989,0.2150471
0,990,0.21418431
0,991,0.21332514
0,992,0.21246956
0,993,0.21161757
0,994,0.21076915
0,995,0.20992427
0,996,0.20908292
0,997,0.20824508
0,998,0.20741074
0,999,0.2065799
0,1000,0.20575252
0,1001,0.2049286
0,1002,0.20410813
0,1003,0.20329109
0,1004,0.20247746
0,1005,0.20166722
0,1006,0.20086037
0,1007,0.2000569
0,1008,0.19925676
0,1009,0.19845998
0,1010,0.19766653
0,1011,0.19687638
0,1012,0.19608954
0,1013,0.19530597
0,1014,0.19452567
0,1015,0.19374864
0,1016,0.19297485
0,1017,0.19220428
0,1018,0.19143692
0,1019,0.19067276
0,1020,0.1899118
0,1021,0.189154
0,1022,0.18839936
0,1023,0.18764786
0,1024,0.1868995
0,1025,0.18615425
0,1026,0.18541211
0,1027,0.18467307
0,1028,0.18393709
0,1029,0.18320419
0,1030,0.18247433
0,1031,0.18174751
0,1032,0.18102373
0,1033,0.18030295
0,1034,0.17958516
0,1035,0.17887037
0,1036,0.17815855
0,1037,0.17744969
0,1038,0.17674378
0,1039,0.1760408
0,1040,0.17534074
0,1041,0.17464359
0,1042,0.17394935
0,1043,0.17325798
0,1044,0.17256948
0,1045,0.17188385
0,1046,0.17120107
0,1047,0.17052111
0,1048,0.16984399
0,1049,0.16916966
0,1050,0.16849814
0,1051,0.16782941
0,1052,0.16716346
0,1053,0.16650027
0,1054,0.16583982
0,1055,0.16518211
0,1056,0.16452713
0,1057,0.16387486
0,1058,0.1632253
0,1059,0.16257843
0,1060,0.16193424
0,1061,0.16129272
0,1062,0.16065384
0,1063,0.16001761
0,1064,0.15938403
0,1065,0.15875305
0,1066,0.1581247
0,1067,0.15749893
0,1068,0.15687576
0,1069,0.15625519
0,1070,0.15563719
0,1071,0.15502174
0,1072,0.15440884
0,1073,0.15379848
0,1074,0.15319063
0,1075,0.1525853
0,1076,0.15198247
0,1077,0.15138215
0,1078,0.15078428
0,1079,0.15018891
0,1080,0.14959598
0,1081,0.1490055
0,1082,0.14841746
0,1083,0.14783186
0,1084,0.14724866
0,1085,0.14666787
0,1086,0.14608948
0,1087,0.14551347
0,1088,0.14493984
0,1089,0.14436857
0,1090,0.14379966
0,1091,0.1432331
0,1092,0.14266887
0,1093,0.14210697
0,1094,0.14154737
